"id","score","timestamp"
"49","6.9","2025-04-10 17:48:08"
"50","6.9","2025-04-10 17:48:10"
"51","6.9","2025-04-10 17:48:12"
"52","6.9","2025-04-10 17:48:14"
"53","6.9","2025-04-10 17:48:16"
"54","6.9","2025-04-10 17:48:18"
"55","6.9","2025-04-10 17:48:20"
"56","6.9","2025-04-10 17:48:22"
"57","6.9","2025-04-10 17:48:24"
"58","6.9","2025-04-10 17:48:26"
"59","6.9","2025-04-10 17:48:28"
"60","6.9","2025-04-10 17:48:30"
"61","6.9","2025-04-10 17:48:32"
"62","6.9","2025-04-10 17:48:34"
"63","6.9","2025-04-10 17:48:36"
"64","6.9","2025-04-10 17:48:38"
"65","6.9","2025-04-10 17:48:40"
"66","6.9","2025-04-10 17:48:42"
"67","6.9","2025-04-10 17:48:44"
"68","6.9","2025-04-10 17:48:46"
"69","6.9","2025-04-10 17:48:48"
"70","6.9","2025-04-10 17:48:50"
"71","6.9","2025-04-10 17:48:52"
"72","6.9","2025-04-10 17:48:54"
"73","6.9","2025-04-10 17:48:56"
"74","6.9","2025-04-10 17:48:58"
"75","6.9","2025-04-10 17:49:00"
"76","6.9","2025-04-10 17:49:02"
"77","6.9","2025-04-10 17:49:04"
"78","6.9","2025-04-10 17:49:06"
"79","6.9","2025-04-10 17:49:08"
"80","6.9","2025-04-10 17:49:10"
"81","6.9","2025-04-10 17:49:12"
"82","6.9","2025-04-10 17:49:14"
"83","6.9","2025-04-10 17:49:16"
"84","6.9","2025-04-10 17:49:18"
"85","6.9","2025-04-10 17:49:20"
"86","6.9","2025-04-10 17:49:22"
"87","6.9","2025-04-10 17:49:24"
"88","6.9","2025-04-10 17:50:10"
"89","6.9","2025-04-10 17:51:10"
"90","6.9","2025-04-10 17:51:13"
"91","6.9","2025-04-10 17:51:14"
"92","6.4","2025-04-10 18:36:52"
"93","6.4","2025-04-10 18:36:54"
"94","6.4","2025-04-10 18:36:56"
"95","6.4","2025-04-10 18:36:58"
"96","6.4","2025-04-10 18:37:00"
"97","6.4","2025-04-10 18:37:02"
"98","6.4","2025-04-10 18:37:04"
"99","6.4","2025-04-10 18:37:06"
"100","6.4","2025-04-10 18:37:08"
"101","6.4","2025-04-10 18:37:10"
"102","6.4","2025-04-10 18:37:12"
"103","6.4","2025-04-10 18:37:14"
"104","6.4","2025-04-10 18:37:16"
"105","6.4","2025-04-10 18:37:18"
"106","6.4","2025-04-10 18:37:20"
"107","6.4","2025-04-10 18:37:22"
"108","6.4","2025-04-10 18:37:24"
"109","6.4","2025-04-10 18:37:26"
"110","6.4","2025-04-10 18:37:28"
"111","6.4","2025-04-10 18:37:30"
"112","6.4","2025-04-10 18:37:32"
"113","6.4","2025-04-10 18:37:34"
"114","6.4","2025-04-10 18:37:36"
"115","6.4","2025-04-10 18:37:38"
"116","6.4","2025-04-10 18:37:40"
"117","6.4","2025-04-10 18:37:42"
"118","6.4","2025-04-10 18:37:44"
"119","6.4","2025-04-10 18:37:46"
"120","6.4","2025-04-10 18:37:48"
"121","7.9","2025-04-10 18:37:50"
"122","7.9","2025-04-10 18:37:52"
"123","8","2025-04-10 18:37:54"
"124","8","2025-04-10 18:37:56"
"125","7.9","2025-04-10 18:37:58"
"126","8","2025-04-10 18:38:00"
"127","7.9","2025-04-10 18:38:02"
"128","7.9","2025-04-10 18:38:04"
"129","8","2025-04-10 18:38:06"
"130","8","2025-04-10 18:38:08"
"131","8","2025-04-10 18:38:10"
"132","8","2025-04-10 18:38:12"
"133","8","2025-04-10 18:38:14"
"134","8","2025-04-10 18:38:16"
"135","8","2025-04-10 18:38:18"
"136","8","2025-04-10 18:38:20"
"137","8","2025-04-10 18:38:22"
"138","8","2025-04-10 18:38:24"
"139","8","2025-04-10 18:38:26"
"140","7.9","2025-04-10 18:38:35"
"141","8","2025-04-10 18:38:37"
"142","8","2025-04-10 18:38:39"
"143","8","2025-04-10 18:38:41"
"144","8","2025-04-10 18:38:43"
"145","8","2025-04-10 18:38:45"
"146","8","2025-04-10 18:38:47"
"147","8","2025-04-10 18:38:49"
"148","8","2025-04-10 18:38:51"
"149","7.9","2025-04-10 18:38:53"
"150","8","2025-04-10 18:38:55"
"151","8","2025-04-10 18:38:57"
"152","8","2025-04-10 18:38:59"
"153","8","2025-04-10 18:39:01"
"154","7.9","2025-04-10 18:39:03"
"155","8","2025-04-10 18:39:05"
"156","7.9","2025-04-10 18:39:07"
"157","8","2025-04-10 18:39:09"
"158","8","2025-04-10 18:39:11"
"159","8","2025-04-10 18:39:13"
"160","7.9","2025-04-10 18:39:15"
"161","7.9","2025-04-10 18:39:17"
"162","7.9","2025-04-10 18:39:19"
"163","8","2025-04-10 18:39:21"
"164","7.9","2025-04-10 18:39:23"
"165","8","2025-04-10 18:39:25"
"166","8","2025-04-10 18:39:27"
"167","7.9","2025-04-10 18:39:29"
"168","8","2025-04-10 18:39:31"
"169","8","2025-04-10 18:39:33"
"170","8","2025-04-10 18:39:35"
"171","7.9","2025-04-10 18:39:37"
"172","8","2025-04-10 18:39:39"
"173","8","2025-04-10 18:39:41"
"174","7.9","2025-04-10 18:39:43"
"175","8","2025-04-10 18:39:45"
"176","7.9","2025-04-10 18:39:47"
"177","8","2025-04-10 18:39:49"
"178","8","2025-04-10 18:39:51"
"179","7.9","2025-04-10 18:39:53"
"180","8","2025-04-10 18:39:55"
"181","8","2025-04-10 18:39:57"
"182","8","2025-04-10 18:39:59"
"183","8","2025-04-10 18:40:01"
"184","8","2025-04-10 18:40:03"
"185","8","2025-04-10 18:40:05"
"186","8","2025-04-10 18:40:07"
"187","7.9","2025-04-10 18:40:09"
"188","8","2025-04-10 18:40:11"
"189","8","2025-04-10 18:40:13"
"190","8","2025-04-10 18:40:15"
"191","8","2025-04-10 18:40:17"
"192","8","2025-04-10 18:40:19"
"193","8","2025-04-10 18:40:21"
"194","8","2025-04-10 18:40:23"
"195","7.9","2025-04-10 18:40:25"
"196","8","2025-04-10 18:40:27"
"197","7.9","2025-04-10 18:40:29"
"198","8","2025-04-10 18:40:31"
"199","8","2025-04-10 18:40:33"
"200","7.9","2025-04-10 18:40:35"
"201","8","2025-04-10 18:40:37"
"202","8","2025-04-10 18:40:39"
"203","7.8","2025-04-10 18:40:41"
"204","8","2025-04-10 18:40:43"
"205","7.9","2025-04-10 18:40:45"
"206","7.7","2025-04-10 18:40:47"
"207","7.9","2025-04-10 18:40:49"
"208","7.9","2025-04-10 18:40:51"
"209","7.9","2025-04-10 18:40:53"
"210","7.9","2025-04-10 18:40:55"
"211","8","2025-04-10 18:40:57"
"212","8","2025-04-10 18:40:59"
"213","8","2025-04-10 18:41:01"
"214","7.9","2025-04-10 18:41:03"
"215","7.9","2025-04-10 18:41:05"
"216","8","2025-04-10 18:41:07"
"217","8","2025-04-10 18:41:09"
"218","8","2025-04-10 18:41:11"
"219","7.9","2025-04-10 18:41:13"
"220","8","2025-04-10 18:41:15"
"221","8","2025-04-10 18:41:17"
"222","8","2025-04-10 18:41:19"
"223","8","2025-04-10 18:41:21"
"224","8","2025-04-10 18:41:23"
"225","8","2025-04-10 18:41:25"
"226","8","2025-04-10 18:41:27"
"227","7.9","2025-04-10 18:41:29"
"228","8","2025-04-10 18:41:31"
"229","7.7","2025-04-10 18:41:33"
"230","8","2025-04-10 18:41:35"
"231","7.9","2025-04-10 18:41:37"
"232","7.9","2025-04-10 18:41:39"
"233","7.9","2025-04-10 18:41:41"
"234","8","2025-04-10 18:41:43"
"235","7.9","2025-04-10 18:41:45"
"236","8","2025-04-10 18:41:47"
"237","8","2025-04-10 18:41:49"
"238","7.9","2025-04-10 18:41:51"
"239","7.9","2025-04-10 18:41:53"
"240","8","2025-04-10 18:41:55"
"241","8","2025-04-10 18:41:57"
"242","7.9","2025-04-10 18:41:59"
"243","7.9","2025-04-10 18:42:01"
"244","8","2025-04-10 18:42:03"
"245","7.9","2025-04-10 18:42:05"
"246","7.9","2025-04-10 18:42:07"
"247","7.9","2025-04-10 18:42:09"
"248","7.9","2025-04-10 18:42:11"
"249","7.9","2025-04-10 18:42:13"
"250","7.9","2025-04-10 18:42:15"
"251","7.9","2025-04-10 18:42:17"
"252","7.9","2025-04-10 18:42:19"
"253","7.9","2025-04-10 18:42:21"
"254","7.9","2025-04-10 18:42:23"
"255","7.9","2025-04-10 18:42:25"
"256","7.9","2025-04-10 18:42:27"
"257","7.9","2025-04-10 18:42:29"
"258","7.9","2025-04-10 18:42:31"
"259","7.9","2025-04-10 18:42:33"
"260","7.9","2025-04-10 18:42:35"
"261","7.9","2025-04-10 18:42:37"
"262","7.7","2025-04-10 18:42:39"
"263","7.9","2025-04-10 18:42:41"
"264","7.9","2025-04-10 18:42:43"
"265","7.9","2025-04-10 18:42:45"
"266","7.9","2025-04-10 18:42:47"
"267","7.9","2025-04-10 18:42:49"
"268","7.9","2025-04-10 18:42:51"
"269","7.9","2025-04-10 18:42:53"
"270","7.9","2025-04-10 18:42:55"
"271","7.9","2025-04-10 18:42:57"
"272","7.9","2025-04-10 18:42:59"
"273","7.9","2025-04-10 18:43:01"
"274","7.9","2025-04-10 18:43:03"
"275","7.9","2025-04-10 18:43:05"
"276","7.9","2025-04-10 18:43:07"
"277","7.7","2025-04-10 18:43:09"
"278","7.9","2025-04-10 18:43:11"
"279","7.9","2025-04-10 18:43:13"
"280","7.9","2025-04-10 18:43:15"
"281","7.9","2025-04-10 18:43:17"
"282","7.9","2025-04-10 18:43:19"
"283","7.9","2025-04-10 18:43:21"
"284","7.9","2025-04-10 18:43:23"
"285","7.9","2025-04-10 18:43:25"
"286","7.9","2025-04-10 18:43:27"
"287","7.9","2025-04-10 18:43:29"
"288","7.9","2025-04-10 18:43:31"
"289","7.9","2025-04-10 18:43:33"
"290","7.9","2025-04-10 18:43:35"
"291","7.9","2025-04-10 18:43:37"
"292","7.9","2025-04-10 18:43:39"
"293","7.9","2025-04-10 18:43:41"
"294","7.9","2025-04-10 18:43:43"
"295","7.9","2025-04-10 18:43:45"
"296","7.9","2025-04-10 18:43:47"
"297","7.9","2025-04-10 18:43:49"
"298","7.9","2025-04-10 18:43:51"
"299","7.9","2025-04-10 18:43:53"
"300","7.9","2025-04-10 18:43:55"
"301","7.9","2025-04-10 18:43:57"
"302","8","2025-04-10 18:43:59"
"303","7.9","2025-04-10 18:44:01"
"304","7.9","2025-04-10 18:44:03"
"305","7.9","2025-04-10 18:44:05"
"306","7.9","2025-04-10 18:44:07"
"307","8","2025-04-10 18:44:09"
"308","8","2025-04-10 18:44:11"
"309","7.9","2025-04-10 18:44:13"
"310","7.9","2025-04-10 18:44:15"
"311","7.9","2025-04-10 18:44:17"
"312","7.9","2025-04-10 18:44:19"
"313","7.9","2025-04-10 18:44:21"
"314","7.9","2025-04-10 18:44:23"
"315","7.9","2025-04-10 18:44:25"
"316","7.9","2025-04-10 18:44:27"
"317","8","2025-04-10 18:44:29"
"318","7.9","2025-04-10 18:44:31"
"319","7.9","2025-04-10 18:44:33"
"320","7.9","2025-04-10 18:44:35"
"321","7.9","2025-04-10 18:44:37"
"322","7.9","2025-04-10 18:44:39"
"323","7.9","2025-04-10 18:44:41"
"324","7.9","2025-04-10 18:44:43"
"325","7.9","2025-04-10 18:44:45"
"326","7.9","2025-04-10 18:44:47"
"327","7.9","2025-04-10 18:44:49"
"328","7.9","2025-04-10 18:44:51"
"329","8","2025-04-10 18:44:53"
"330","7.9","2025-04-10 18:44:55"
"331","7.9","2025-04-10 18:44:57"
"332","7.9","2025-04-10 18:44:59"
"333","7.9","2025-04-10 18:45:01"
"334","7.9","2025-04-10 18:45:03"
"335","7.9","2025-04-10 18:45:05"
"336","7.9","2025-04-10 18:45:07"
"337","7.9","2025-04-10 18:45:09"
"338","7.9","2025-04-10 18:45:11"
"339","8","2025-04-10 18:45:13"
"340","8","2025-04-10 18:45:15"
"341","7.9","2025-04-10 18:45:17"
"342","7.9","2025-04-10 18:45:19"
"343","7.9","2025-04-10 18:45:21"
"344","7.9","2025-04-10 18:45:23"
"345","7.9","2025-04-10 18:45:25"
"346","7.9","2025-04-10 18:45:27"
"347","7.9","2025-04-10 18:45:29"
"348","7.9","2025-04-10 18:45:31"
"349","7.9","2025-04-10 18:45:33"
"350","7.9","2025-04-10 18:45:35"
"351","7.9","2025-04-10 18:45:37"
"352","7.9","2025-04-10 18:45:39"
"353","8","2025-04-10 18:45:41"
"354","7.9","2025-04-10 18:45:43"
"355","7.9","2025-04-10 18:45:45"
"356","7.9","2025-04-10 18:45:47"
"357","7.9","2025-04-10 18:45:49"
"358","7.9","2025-04-10 18:45:51"
"359","7.9","2025-04-10 18:45:53"
"360","7.9","2025-04-10 18:45:55"
"361","7.9","2025-04-10 18:45:57"
"362","7.9","2025-04-10 18:45:59"
"363","7.9","2025-04-10 18:46:01"
"364","7.9","2025-04-10 18:46:03"
"365","7.9","2025-04-10 18:46:05"
"366","7.9","2025-04-10 18:46:07"
"367","7.9","2025-04-10 18:46:09"
"368","8","2025-04-10 18:46:11"
"369","7.9","2025-04-10 18:46:13"
"370","7.7","2025-04-10 18:46:15"
"371","7.9","2025-04-10 18:46:17"
"372","7.9","2025-04-10 18:46:19"
"373","7.9","2025-04-10 18:46:21"
"374","8","2025-04-10 18:46:23"
"375","7.9","2025-04-10 18:46:25"
"376","7.9","2025-04-10 18:46:27"
"377","7.9","2025-04-10 18:46:29"
"378","7.9","2025-04-10 18:46:31"
"379","7.9","2025-04-10 18:46:33"
"380","7.9","2025-04-10 18:46:35"
"381","7.9","2025-04-10 18:46:37"
"382","7.9","2025-04-10 18:46:39"
"383","7.9","2025-04-10 18:46:41"
"384","7.9","2025-04-10 18:46:43"
"385","7.9","2025-04-10 18:46:45"
"386","7.9","2025-04-10 18:46:47"
"387","7.9","2025-04-10 18:46:49"
"388","7.9","2025-04-10 18:46:51"
"389","7.7","2025-04-10 18:46:53"
"390","7.9","2025-04-10 18:46:55"
"391","7.9","2025-04-10 18:46:57"
"392","7.9","2025-04-10 18:46:59"
"393","7.9","2025-04-10 18:47:01"
"394","8","2025-04-10 18:47:03"
"395","7.9","2025-04-10 18:47:05"
"396","7.9","2025-04-10 18:47:07"
"397","7.9","2025-04-10 18:47:09"
"398","7.9","2025-04-10 18:47:11"
"399","8","2025-04-10 18:47:13"
"400","7.9","2025-04-10 18:47:15"
"401","7.9","2025-04-10 18:47:17"
"402","7.9","2025-04-10 18:47:19"
"403","7.9","2025-04-10 18:47:21"
"404","7.9","2025-04-10 18:47:23"
"405","7.9","2025-04-10 18:47:25"
"406","7.9","2025-04-10 18:47:27"
"407","8","2025-04-10 18:47:29"
"408","7.9","2025-04-10 18:47:31"
"409","7.9","2025-04-10 18:47:33"
"410","7.9","2025-04-10 18:47:35"
"411","7.9","2025-04-10 18:47:37"
"412","7.9","2025-04-10 18:47:39"
"413","7.9","2025-04-10 18:47:41"
"414","7.9","2025-04-10 18:47:43"
"415","7.9","2025-04-10 18:47:45"
"416","7.9","2025-04-10 18:47:47"
"417","7.9","2025-04-10 18:47:49"
"418","7.9","2025-04-10 18:47:51"
"419","7.9","2025-04-10 18:47:53"
"420","7.9","2025-04-10 18:47:55"
"421","7.9","2025-04-10 18:47:57"
"422","7.9","2025-04-10 18:47:59"
"423","7.9","2025-04-10 18:48:01"
"424","7.9","2025-04-10 18:48:03"
"425","7.9","2025-04-10 18:48:05"
"426","7.9","2025-04-10 18:48:07"
"427","8","2025-04-10 18:48:09"
"428","7.9","2025-04-10 18:48:11"
"429","7.9","2025-04-10 18:48:13"
"430","7.9","2025-04-10 18:48:15"
"431","7.9","2025-04-10 18:48:17"
"432","7.9","2025-04-10 18:48:19"
"433","7.9","2025-04-10 18:48:21"
"434","7.9","2025-04-10 18:48:23"
"435","7.9","2025-04-10 18:48:25"
"436","7.9","2025-04-10 18:48:27"
"437","7.9","2025-04-10 18:48:29"
"438","7.9","2025-04-10 18:48:31"
"439","7.9","2025-04-10 18:48:33"
"440","7.9","2025-04-10 18:48:35"
"441","7.9","2025-04-10 18:48:37"
"442","7.9","2025-04-10 18:48:39"
"443","7.9","2025-04-10 18:48:41"
"444","7.9","2025-04-10 18:48:43"
"445","7.9","2025-04-10 18:48:45"
"446","8.3","2025-04-10 18:48:47"
"447","8.3","2025-04-10 18:48:49"
"448","8.3","2025-04-10 18:48:51"
"449","8.3","2025-04-10 18:48:53"
"450","8.3","2025-04-10 18:48:55"
"451","8.3","2025-04-10 18:48:57"
"452","8.3","2025-04-10 18:48:59"
"453","8.3","2025-04-10 18:49:01"
"454","8.3","2025-04-10 18:49:03"
"455","8.3","2025-04-10 18:49:05"
"456","8.3","2025-04-10 18:49:07"
"457","8.3","2025-04-10 18:49:09"
"458","8.3","2025-04-10 18:49:11"
"459","8","2025-04-10 18:49:13"
"460","8.3","2025-04-10 18:49:15"
"461","8.3","2025-04-10 18:49:17"
"462","8.3","2025-04-10 18:49:19"
"463","8.3","2025-04-10 18:49:21"
"464","8.3","2025-04-10 18:49:23"
"465","8.3","2025-04-10 18:49:25"
"466","8.3","2025-04-10 18:49:27"
"467","8.3","2025-04-10 18:49:29"
"468","8.3","2025-04-10 18:49:31"
"469","8.3","2025-04-10 18:49:33"
"470","8.3","2025-04-10 18:49:35"
"471","8.3","2025-04-10 18:49:37"
"472","8.1","2025-04-10 18:49:39"
"473","8.3","2025-04-10 18:49:41"
"474","8.3","2025-04-10 18:49:43"
"475","8.3","2025-04-10 18:49:45"
"476","8.4","2025-04-10 18:49:47"
"477","8.3","2025-04-10 18:49:49"
"478","8.3","2025-04-10 18:49:51"
"479","8.3","2025-04-10 18:49:54"
"480","8.3","2025-04-10 18:49:55"
"481","8.3","2025-04-10 18:49:57"
"482","8.2","2025-04-10 18:49:59"
"483","8.3","2025-04-10 18:50:01"
"484","8.3","2025-04-10 18:50:03"
"485","8.3","2025-04-10 18:50:05"
"486","8.3","2025-04-10 18:50:07"
"487","8.3","2025-04-10 18:50:09"
"488","8.3","2025-04-10 18:50:11"
"489","8.1","2025-04-10 18:50:13"
"490","8.1","2025-04-10 18:50:15"
"491","8.3","2025-04-10 18:50:17"
"492","8.3","2025-04-10 18:50:19"
"493","8.3","2025-04-10 18:50:21"
"494","8.3","2025-04-10 18:50:23"
"495","8.3","2025-04-10 18:50:25"
"496","8.3","2025-04-10 18:50:27"
"497","8.3","2025-04-10 18:50:29"
"498","8.3","2025-04-10 18:50:31"
"499","8.3","2025-04-10 18:50:33"
"500","8.3","2025-04-10 18:50:35"
"501","8.3","2025-04-10 18:50:37"
"502","8","2025-04-10 18:50:39"
"503","8","2025-04-10 18:50:41"
"504","8.3","2025-04-10 18:50:43"
"505","8.3","2025-04-10 18:50:45"
"506","8.3","2025-04-10 18:50:47"
"507","8.3","2025-04-10 18:50:49"
"508","8.3","2025-04-10 18:50:51"
"509","8.3","2025-04-10 18:50:53"
"510","8.3","2025-04-10 18:50:55"
"511","8.3","2025-04-10 18:50:57"
"512","8.3","2025-04-10 18:50:59"
"513","8.3","2025-04-10 18:51:01"
"514","8.3","2025-04-10 18:51:03"
"515","8.3","2025-04-10 18:51:05"
"516","8.3","2025-04-10 18:51:07"
"517","8.3","2025-04-10 18:51:09"
"518","8.3","2025-04-10 18:51:11"
"519","8.1","2025-04-10 18:51:13"
"520","8.3","2025-04-10 18:51:15"
"521","8.3","2025-04-10 18:51:17"
"522","8.3","2025-04-10 18:51:19"
"523","8.3","2025-04-10 18:51:21"
"524","8.3","2025-04-10 18:51:23"
"525","8.3","2025-04-10 18:51:25"
"526","8.3","2025-04-10 18:51:27"
"527","8.3","2025-04-10 18:51:29"
"528","8.3","2025-04-10 18:51:31"
"529","8.3","2025-04-10 18:51:33"
"530","8.3","2025-04-10 18:51:36"
"531","8.3","2025-04-10 18:51:37"
"532","8.3","2025-04-10 18:51:39"
"533","8.3","2025-04-10 18:51:41"
"534","8.3","2025-04-10 18:51:43"
"535","8.3","2025-04-10 18:51:45"
"536","8.3","2025-04-10 18:51:47"
"537","8.3","2025-04-10 18:51:49"
"538","8.3","2025-04-10 18:51:51"
"539","8.3","2025-04-10 18:51:53"
"540","8.3","2025-04-10 18:51:55"
"541","8.3","2025-04-10 18:51:57"
"542","8.3","2025-04-10 18:51:59"
"543","8.3","2025-04-10 18:52:01"
"544","8.3","2025-04-10 18:52:03"
"545","8.3","2025-04-10 18:52:05"
"546","8.3","2025-04-10 18:52:07"
"547","8.3","2025-04-10 18:52:09"
"548","8.1","2025-04-10 18:52:12"
"549","8.1","2025-04-10 18:52:13"
"550","8.1","2025-04-10 18:52:15"
"551","8.3","2025-04-10 18:52:17"
"552","8.3","2025-04-10 18:52:19"
"553","8.3","2025-04-10 18:52:21"
"554","8.3","2025-04-10 18:52:33"
"555","8.3","2025-04-10 18:52:35"
"556","8.3","2025-04-10 18:52:37"
"557","8.3","2025-04-10 18:52:39"
"558","8.3","2025-04-10 18:52:41"
"559","8.3","2025-04-10 18:52:43"
"560","8.3","2025-04-10 18:52:45"
"561","8.3","2025-04-10 18:52:47"
"562","8.3","2025-04-10 18:52:49"
"563","8.3","2025-04-10 18:52:51"
"564","8.1","2025-04-10 18:52:53"
"565","8.3","2025-04-10 18:52:55"
"566","8.3","2025-04-10 18:52:57"
"567","8.3","2025-04-10 18:52:59"
"568","8.3","2025-04-10 18:53:01"
"569","8.3","2025-04-10 18:53:03"
"570","8.3","2025-04-10 18:53:05"
"571","8.3","2025-04-10 18:53:07"
"572","8.3","2025-04-10 18:53:09"
"573","8.3","2025-04-10 18:53:11"
"574","8.3","2025-04-10 18:53:13"
"575","8.2","2025-04-10 18:53:15"
"576","8.3","2025-04-10 18:53:17"
"577","8.3","2025-04-10 18:53:19"
"578","8.3","2025-04-10 18:53:21"
"579","8.3","2025-04-10 18:53:23"
"580","8.3","2025-04-10 18:53:25"
"581","8.3","2025-04-10 18:53:27"
"582","8.3","2025-04-10 18:53:29"
"583","8.3","2025-04-10 18:53:31"
"584","8.3","2025-04-10 18:53:33"
"585","8.3","2025-04-10 18:53:35"
"586","8.3","2025-04-10 18:53:37"
"587","8.3","2025-04-10 18:53:39"
"588","8.3","2025-04-10 18:53:41"
"589","8","2025-04-10 18:53:43"
"590","8.3","2025-04-10 18:53:45"
"591","8.3","2025-04-10 18:53:47"
"592","8.3","2025-04-10 18:53:49"
"593","8.3","2025-04-10 18:53:51"
"594","8.3","2025-04-10 18:53:53"
"595","8.3","2025-04-10 18:53:56"
"596","8.3","2025-04-10 18:53:57"
"597","8.3","2025-04-10 18:53:59"
"598","8.3","2025-04-10 18:54:01"
"599","8.3","2025-04-10 18:54:04"
"600","8.3","2025-04-10 18:54:05"
"601","8.3","2025-04-10 18:54:07"
"602","8.3","2025-04-10 18:54:09"
"603","8.3","2025-04-10 18:54:11"
"604","8.3","2025-04-10 18:54:13"
"605","8.3","2025-04-10 18:54:15"
"606","8.2","2025-04-10 18:54:17"
"607","8.3","2025-04-10 18:54:19"
"608","8.3","2025-04-10 18:54:21"
"609","8.2","2025-04-10 18:54:23"
"610","8.2","2025-04-10 18:54:25"
"611","8.3","2025-04-10 18:54:27"
"612","8.2","2025-04-10 18:54:29"
"613","8.2","2025-04-10 18:54:31"
"614","8.2","2025-04-10 18:54:33"
"615","8.2","2025-04-10 18:54:35"
"616","8.2","2025-04-10 18:54:37"
"617","8.2","2025-04-10 18:54:39"
"618","8.3","2025-04-10 18:54:41"
"619","8.2","2025-04-10 18:54:43"
"620","8.3","2025-04-10 18:54:45"
"621","8.3","2025-04-10 18:54:47"
"622","8.3","2025-04-10 18:54:49"
"623","8.3","2025-04-10 18:54:51"
"624","8.3","2025-04-10 18:54:53"
"625","8.3","2025-04-10 18:54:55"
"626","8.3","2025-04-10 18:54:57"
"627","8.2","2025-04-10 18:54:59"
"628","8.2","2025-04-10 18:55:01"
"629","8.2","2025-04-10 18:55:03"
"630","8.2","2025-04-10 18:55:05"
"631","8.2","2025-04-10 18:55:07"
"632","8.3","2025-04-10 18:55:09"
"633","8.2","2025-04-10 18:55:11"
"634","8","2025-04-10 18:55:13"
"635","8.3","2025-04-10 18:55:15"
"636","8.3","2025-04-10 18:55:17"
"637","8.3","2025-04-10 18:55:19"
"638","8.3","2025-04-10 18:55:21"
"639","8.3","2025-04-10 18:55:23"
"640","8.2","2025-04-10 18:55:25"
"641","8.2","2025-04-10 18:55:27"
"642","8.3","2025-04-10 18:55:29"
"643","8.3","2025-04-10 18:55:31"
"644","8.3","2025-04-10 18:55:33"
"645","8.2","2025-04-10 18:55:35"
"646","8.2","2025-04-10 18:55:37"
"647","8.2","2025-04-10 18:55:39"
"648","8.1","2025-04-10 18:55:41"
"649","8.3","2025-04-10 18:55:43"
"650","8.3","2025-04-10 18:55:45"
"651","8.2","2025-04-10 18:55:47"
"652","8.2","2025-04-10 18:55:49"
"653","8.3","2025-04-10 18:55:51"
"654","8.1","2025-04-10 18:55:53"
"655","8.3","2025-04-10 18:55:55"
"656","8.3","2025-04-10 18:55:57"
"657","8.2","2025-04-10 18:55:59"
"658","8.3","2025-04-10 18:56:01"
"659","8.3","2025-04-10 18:56:03"
"660","8","2025-04-10 18:56:05"
"661","8.3","2025-04-10 18:56:07"
"662","8.2","2025-04-10 18:56:09"
"663","8.3","2025-04-10 18:57:10"
"664","8.2","2025-04-10 18:57:20"
"665","8.2","2025-04-10 18:57:21"
"666","8.2","2025-04-10 18:57:23"
"667","8.2","2025-04-10 18:57:25"
"668","8.2","2025-04-10 18:57:27"
"669","8.2","2025-04-10 18:57:29"
"670","8.2","2025-04-10 18:57:31"
"671","8.3","2025-04-10 18:57:33"
"672","8.2","2025-04-10 18:57:35"
"673","8.2","2025-04-10 18:57:37"
"674","8.3","2025-04-10 18:57:39"
"675","8.3","2025-04-10 18:57:41"
